time,lat,lng,height
2015-08-20 03:48:07.235,32.519585,35.015021,136.1999969482422
2015-08-20 03:48:24.734,32.519606,35.014954,126.5999984741211
2015-08-20 03:48:25.660,32.519612,35.014871,123.0
2015-08-20 03:48:26.819,32.519654,35.014824,120.5
2015-08-20 03:48:27.828,32.519689,35.014776,118.9000015258789
2015-08-20 03:48:29.720,32.519691,35.014704,119.9000015258789
2015-08-20 03:48:30.669,32.519734,35.014657,120.9000015258789
2015-08-20 03:48:33.793,32.519719,35.014563,121.6999969482422
2015-08-20 03:48:34.869,32.519694,35.014549,121.1999969482422
2015-08-20 03:48:37.708,32.519625,35.014515,121.6999969482422
2015-08-20 03:48:38.839,32.519599,35.014505,121.8000030517578
2015-08-20 03:48:41.980,32.519514,35.014481,122.5999984741211
2015-08-20 03:48:42.725,32.519486,35.014472,123.0
2015-08-20 03:48:45.896,32.519405,35.014439,122.6999969482422
2015-08-20 03:48:46.662,32.519379,35.014432,122.6999969482422
2015-08-20 03:48:49.829,32.519309,35.014414,122.6999969482422
2015-08-20 03:48:50.665,32.519287,35.0144,123.3000030517578
2015-08-20 03:48:53.692,32.519211,35.014372,122.3000030517578
2015-08-20 03:48:54.662,32.519187,35.014365,122.5999984741211
2015-08-20 03:48:58.869,32.519106,35.014337,122.0
2015-08-20 03:48:59.663,32.519084,35.014331,121.8000030517578
2015-08-20 03:49:03.861,32.519009,35.014303,122.9000015258789
2015-08-20 03:49:04.663,32.518989,35.014306,122.9000015258789
2015-08-20 03:49:07.742,32.518916,35.01434,123.0999984741211
2015-08-20 03:50:13.679,32.517636,35.013531,115.1999969482422
2015-08-20 03:50:16.767,32.517589,35.013606,114.3000030517578
2015-08-20 03:50:17.719,32.517574,35.01363,114.1999969482422
2015-08-20 03:50:20.748,32.517529,35.013705,113.8000030517578
2015-08-20 03:50:21.681,32.517512,35.01373,114.1999969482422
2015-08-20 03:50:24.735,32.517459,35.013809,114.0
2015-08-20 03:50:25.677,32.517442,35.013834,113.0999984741211
2015-08-20 03:50:28.738,32.517389,35.013903,112.5999984741211
2015-08-20 03:50:29.673,32.517373,35.013925,113.5
2015-08-20 03:50:32.816,32.517323,35.013991,113.5999984741211
2015-08-20 03:50:33.682,32.517306,35.014012,113.4000015258789
2015-08-20 03:50:36.749,32.517254,35.014075,114.5999984741211
2015-08-20 03:50:37.744,32.517236,35.014095,114.1999969482422
2015-08-20 03:50:40.735,32.517183,35.014148,115.5
2015-08-20 03:50:41.682,32.517164,35.014167,116.0
2015-08-20 03:50:44.757,32.517111,35.014235,116.5999984741211
2015-08-20 03:50:45.674,32.517095,35.014257,116.5999984741211
2015-08-20 03:50:48.716,32.517044,35.014332,115.3000030517578
2015-08-20 03:50:49.684,32.517026,35.014357,115.0
2015-08-20 03:50:52.757,32.516972,35.014431,114.9000015258789
2015-08-20 03:50:53.688,32.516954,35.014456,114.9000015258789
2015-08-20 03:50:56.782,32.516891,35.014519,115.6999969482422
2015-08-20 03:50:57.731,32.516868,35.014522,114.0
2015-08-20 03:51:00.870,32.516818,35.01447,113.5999984741211
2015-08-20 03:51:01.772,32.516803,35.014442,113.0
2015-08-20 03:51:04.744,32.516752,35.01436,112.0
2015-08-20 03:51:05.747,32.516734,35.014335,112.3000030517578
2015-08-20 03:51:08.831,32.516677,35.014257,110.9000015258789
2015-08-20 03:51:09.744,32.516657,35.014233,110.8000030517578
2015-08-20 03:51:12.743,32.516591,35.014176,108.6999969482422
2015-08-20 03:51:13.702,32.516568,35.014162,108.4000015258789
2015-08-20 03:51:16.777,32.516506,35.014103,109.1999969482422
2015-08-20 03:51:17.729,32.516486,35.014084,108.4000015258789
2015-08-20 03:51:20.733,32.516421,35.014026,108.5
2015-08-20 03:51:21.670,32.5164,35.014006,108.5999984741211
2015-08-20 03:51:24.691,32.516338,35.013941,107.5999984741211
2015-08-20 03:51:25.672,32.516318,35.01392,107.9000015258789
2015-08-20 03:51:28.745,32.516253,35.013869,108.0
2015-08-20 03:51:29.677,32.51623,35.013852,108.0
2015-08-20 03:51:32.707,32.516174,35.013795,105.5999984741211
2015-08-20 03:51:33.674,32.516156,35.013775,104.8000030517578
2015-08-20 03:51:36.758,32.516108,35.01371,105.3000030517578
2015-08-20 03:51:37.675,32.516089,35.01369,103.9000015258789
2015-08-20 03:51:40.733,32.516033,35.013633,103.6999969482422
2015-08-20 03:51:41.674,32.516014,35.013615,103.5
2015-08-20 03:51:44.744,32.51596,35.013559,102.8000030517578
2015-08-20 03:51:45.679,32.515943,35.01354,103.0
2015-08-20 03:51:48.760,32.515891,35.013482,102.0
2015-08-20 03:51:49.684,32.515873,35.013463,102.0
2015-08-20 03:51:52.709,32.515826,35.013403,102.0
2015-08-20 03:51:53.672,32.515812,35.013382,102.0
2015-08-20 03:51:56.894,32.515761,35.013325,101.8000030517578
2015-08-20 03:51:57.767,32.515743,35.013307,101.3000030517578
2015-08-20 03:52:00.768,32.515693,35.013246,100.5
2015-08-20 03:52:01.676,32.515675,35.013226,100.8000030517578
2015-08-20 03:52:04.866,32.515622,35.013162,101.0999984741211
2015-08-20 03:52:05.780,32.515605,35.013139,100.6999969482422
2015-08-20 03:52:08.753,32.51555,35.013074,99.1999969482422
2015-08-20 03:52:09.700,32.515531,35.013055,99.1999969482422
2015-08-20 03:52:12.855,32.515471,35.012994,99.3000030517578
2015-08-20 03:52:13.780,32.515451,35.012974,99.0
2015-08-20 03:52:16.775,32.515388,35.012912,99.6999969482422
2015-08-20 03:52:17.704,32.515368,35.012891,99.6999969482422
2015-08-20 03:52:20.907,32.515311,35.012826,99.0999984741211
2015-08-20 03:52:21.779,32.515291,35.012806,98.8000030517578
2015-08-20 03:52:24.813,32.515226,35.01276,98.5
2015-08-20 03:52:25.698,32.515203,35.012747,97.9000015258789
2015-08-20 03:52:28.748,32.515136,35.012709,97.4000015258789
2015-08-20 03:52:29.672,32.515113,35.012694,97.0
2015-08-20 03:52:32.719,32.515052,35.012636,96.3000030517578
2015-08-20 03:52:33.698,32.515034,35.012617,96.3000030517578
2015-08-20 03:52:37.790,32.514986,35.012537,96.0999984741211
2015-08-20 03:52:38.678,32.514964,35.012521,96.5999984741211
2015-08-20 03:52:41.752,32.514901,35.01246,95.1999969482422
2015-08-20 03:52:42.684,32.514882,35.012438,94.6999969482422
2015-08-20 03:52:45.758,32.514836,35.012371,94.3000030517578
2015-08-20 03:52:46.679,32.514813,35.012367,94.9000015258789
2015-08-20 03:52:49.764,32.514761,35.012418,95.0
2015-08-20 03:52:50.678,32.514746,35.012445,95.4000015258789
2015-08-20 03:52:54.323,32.514689,35.012516,96.4000015258789
2015-08-20 03:52:54.673,32.514671,35.01254,96.5
2015-08-20 03:52:57.937,32.514631,35.012615,98.0
2015-08-20 03:52:58.682,32.514619,35.012636,97.6999969482422
2015-08-20 03:53:02.766,32.514562,35.012717,99.0999984741211
2015-08-20 03:53:03.678,32.514545,35.012741,99.1999969482422
2015-08-20 03:53:05.884,32.514507,35.012782,99.4000015258789
2015-08-20 03:53:33.775,32.514134,35.013324,105.1999969482422
2015-08-20 03:53:36.808,32.514092,35.013393,105.8000030517578
2015-08-20 03:53:37.677,32.514077,35.013417,106.1999969482422
2015-08-20 03:53:40.734,32.514028,35.013493,106.3000030517578
2015-08-20 03:53:41.686,32.514011,35.013514,107.1999969482422
2015-08-20 03:53:44.713,32.513947,35.013472,106.6999969482422
2015-08-20 03:53:45.682,32.513928,35.013445,107.3000030517578
2015-08-20 03:53:49.290,32.513882,35.013363,103.9000015258789
2015-08-20 03:53:49.679,32.513869,35.013336,102.5999984741211
2015-08-20 03:53:52.831,32.513823,35.01327,105.4000015258789
2015-08-20 03:53:53.737,32.513807,35.013251,105.0999984741211
2015-08-20 03:53:56.820,32.513777,35.013178,105.1999969482422
2015-08-20 03:53:57.772,32.513769,35.013153,104.6999969482422
2015-08-20 03:54:00.947,32.513739,35.013078,104.1999969482422
2015-08-20 03:54:01.713,32.513726,35.013053,103.9000015258789
2015-08-20 03:54:04.796,32.513683,35.012981,102.8000030517578
2015-08-20 03:54:05.739,32.513666,35.012958,102.3000030517578
2015-08-20 03:54:08.837,32.513614,35.012891,100.4000015258789
2015-08-20 03:54:09.736,32.513598,35.012869,100.4000015258789
2015-08-20 03:54:12.795,32.513558,35.012791,100.5999984741211
2015-08-20 03:54:13.691,32.513546,35.012765,100.4000015258789
2015-08-20 03:54:17.425,32.513513,35.012687,99.6999969482422
2015-08-20 03:54:17.724,32.513502,35.01266,99.9000015258789
2015-08-20 03:54:20.759,32.513469,35.012578,102.0
2015-08-20 03:54:21.692,32.51346,35.01255,102.0999984741211
2015-08-20 03:54:24.813,32.513433,35.012471,101.5999984741211
2015-08-20 03:54:25.692,32.513426,35.012445,100.9000015258789
2015-08-20 03:54:28.783,32.513402,35.012367,100.0999984741211
2015-08-20 03:54:29.687,32.513394,35.012338,99.1999969482422
2015-08-20 03:54:32.827,32.513355,35.01226,99.5
2015-08-20 03:54:33.691,32.51334,35.012236,99.4000015258789
2015-08-20 03:54:36.774,32.513301,35.012159,98.3000030517578
2015-08-20 03:54:37.686,32.513288,35.012135,96.6999969482422
2015-08-20 03:54:40.787,32.513249,35.012063,95.1999969482422
2015-08-20 03:54:41.686,32.513237,35.012037,95.0
2015-08-20 03:54:44.769,32.513199,35.011961,94.6999969482422
2015-08-20 03:54:45.688,32.513184,35.011937,95.1999969482422
2015-08-20 03:54:48.745,32.51314,35.011868,93.3000030517578
2015-08-20 03:54:49.689,32.513126,35.011844,93.1999969482422
2015-08-20 03:54:52.757,32.513097,35.011766,92.5
2015-08-20 03:54:53.684,32.513088,35.011741,91.4000015258789
2015-08-20 03:54:57.781,32.513055,35.011644,91.1999969482422
2015-08-20 03:54:58.688,32.513048,35.011618,90.9000015258789
2015-08-20 03:55:01.904,32.513024,35.011538,90.6999969482422
2015-08-20 03:55:02.695,32.513016,35.01151,91.0
2015-08-20 03:55:05.766,32.512991,35.011432,90.0
2015-08-20 03:55:06.696,32.512982,35.011409,88.9000015258789
2015-08-20 03:55:10.766,32.512965,35.01131,88.0
2015-08-20 03:55:11.690,32.512962,35.011284,88.0999984741211
